timestamp,src_ip,dst_ip,username,department,protocol,source_port,destination_port,packet_size,bytes_sent,bytes_received,session_duration,login_time,logout_time,login_success,failed_login_count,file_access_count,email_sent_count,usb_inserted,database_queries,privilege_level,access_sensitive_data,off_hours_activity,geo_location,vpn_used,anomaly_score,insider_threat_label,hour,dayofweek,month
,172.22.106.93,172.16.217.7,user_135,3,2,26746,22,569,0.7569959651766212,-0.5975087689005356,5869,,2026-06-11 06:23:42,0,0.3340174547198184,0.48146027642035516,26,1,0.5730440858284865,0,0,0,3,0,56.5,0,,,
,172.25.59.94,192.168.103.168,user_492,1,1,61561,443,519,-0.932315540576072,0.232969339636131,3952,,,1,-0.9675724709699153,-0.9719140948218881,31,0,1.6547076545427273,1,0,0,2,0,54.28,0,,,
,192.168.91.113,192.168.79.79,user_40,3,2,55579,80,468,0.2687518994627375,-0.22208672262085044,4808,,,1,-0.44693650069402174,-1.0168638176438132,20,0,1.2941531316379804,1,0,0,0,0,52.31,0,,,
,192.168.151.129,10.219.238.132,user_284,2,2,41382,445,1371,-0.8631059046314046,-0.22722440107099856,2304,,,1,-0.9675724709699153,0.5264099992422803,34,0,-0.2049946214922831,1,1,0,1,1,55.74,0,,,
2026-06-11 22:00:30,192.168.86.214,172.19.31.165,user_156,5,4,50976,80,1254,-0.9555230078211041,-0.818149465937305,2072,2026-06-11 22:00:30,,1,-0.9675724709699153,0.3615943488952217,4,0,1.6736842083798191,1,0,0,2,1,39.07,0,22.0,3.0,6.0
2026-06-11 07:55:18,192.168.186.168,172.25.159.92,user_147,1,4,17426,443,932,1.2368034067440812,0.30140924123132923,2238,2026-06-11 07:55:18,,1,-0.9675724709699153,-1.0318470585844548,36,0,0.2883957782721074,2,0,1,3,1,26.46,0,7.0,3.0,6.0
,10.57.169.10,192.168.221.121,user_437,3,5,15365,443,96,1.3917448831231887,1.3429271147954818,5003,,2026-06-11 12:06:48,1,0.0736994695818717,0.7811250952331888,11,1,-0.546572590559938,1,1,0,1,1,55.92,1,,,
,10.149.81.168,192.168.244.98,user_102,3,0,40602,80,756,1.1981577274121777,-0.3370016953036917,3807,,,1,2.1562433506854455,1.8299519610781068,36,0,0.8387158395477737,1,0,1,0,0,75.23,1,,,
,172.22.65.117,10.194.83.20,user_391,0,2,3134,443,818,-0.8044989488268585,-0.4043136505551114,4880,,,1,0.3340174547198184,-0.7621487216529046,33,1,2.2619573773296695,0,1,0,0,0,51.63,1,,,
2026-06-11 03:35:54,10.3.126.249,172.26.110.243,user_221,2,1,64787,445,1348,-0.5076142608429343,-1.0314501441850352,1511,2026-06-11 03:35:54,,1,0.5943354398577652,0.8260748180551138,2,0,-0.5086194828857542,0,0,0,0,0,46.96,0,3.0,3.0,6.0
,10.119.228.253,192.168.43.219,user_281,2,3,58974,445,306,-0.6002107435583809,-0.0578383222403163,2472,,,1,-0.18661851555607503,-0.4325174209587875,2,0,-1.3625644055548916,0,1,0,2,0,34.73,0,,,
,192.168.71.93,172.24.20.120,user_164,4,1,27905,22,754,-0.4845823154994397,-1.2372200234016038,2011,,2026-06-11 14:36:24,1,0.0736994695818717,-0.8969978901186797,19,0,-0.05318219079554756,2,0,0,4,1,29.68,0,,,
,10.226.240.243,10.88.0.89,user_465,2,2,49058,3389,1287,0.3120788057730063,0.5213654723117107,4319,,2026-06-11 04:37:42,1,0.0736994695818717,-0.7022157578903379,29,0,0.5161144243172107,1,0,0,2,0,57.63,0,,,
,172.21.251.115,10.227.230.150,user_102,4,4,58315,445,353,-0.9275764492345624,-0.4937075820767933,4348,,2026-06-11 04:54:18,1,-0.9675724709699153,-0.6722492760090545,28,0,-0.6983850212566736,0,0,0,2,1,53.44,0,,,
,192.168.133.27,192.168.68.136,user_437,4,2,35910,443,730,-0.18459224002677704,2.240330597566635,2661,,,1,0.0736994695818717,-0.13285260214595385,23,0,0.49713787048011876,1,0,0,0,0,68.96,0,,,
2026-06-11 02:38:24,10.239.165.149,172.18.169.155,user_200,2,5,64404,443,141,-0.21468942411017794,-0.8141999802231845,1823,2026-06-11 02:38:24,,1,0.5943354398577652,-0.22275204778980395,10,0,-0.4327132675373864,0,0,1,0,0,63.18,0,2.0,3.0,6.0
2026-06-11 18:18:12,172.31.53.30,10.22.121.249,user_438,0,1,23577,3389,335,-0.6630649436177108,-0.7509128186761967,4926,2026-06-11 18:18:12,,1,-0.44693650069402174,-0.7471654807122629,15,0,-0.6604319135824896,0,0,0,4,0,43.37,0,18.0,3.0,6.0
,192.168.108.31,192.168.120.18,user_477,0,4,4010,80,775,-0.5845815790731337,0.4589719655830875,2125,,2026-06-11 16:22:12,1,0.0736994695818717,-0.3576012162555791,23,0,-1.3625644055548916,0,0,0,0,1,46.18,0,,,
2026-06-11 23:28:48,10.139.178.229,192.168.240.205,user_277,5,2,36079,445,1392,0.5354005288917146,0.44205779095909814,5537,2026-06-11 23:28:48,,0,-0.9675724709699153,-0.11786936120531216,28,0,1.085411039429969,1,0,0,2,1,51.96,1,23.0,3.0,6.0
,192.168.202.65,10.136.242.22,user_573,3,1,48769,445,775,-0.20886441155366225,-0.7279438816311534,4654,,,1,-0.9675724709699153,0.4215273126577884,3,0,-0.09113529846973145,0,1,0,3,1,68.32,0,,,
,10.251.148.44,192.168.246.168,user_167,0,4,8389,80,1273,-0.518463828932471,-0.264460018502854,5622,,,1,0.0736994695818717,0.07691277102302972,11,0,-0.546572590559938,2,0,0,2,1,58.43,0,,,
,10.183.161.34,10.2.67.215,user_308,0,4,31130,3389,201,0.17675527731188578,1.3973547096600316,6436,,,0,-0.9675724709699153,0.04694628914174636,21,0,-0.28090083684065087,0,0,1,4,1,25.61,0,,,
,10.57.220.238,10.60.75.247,user_440,3,0,37891,445,1048,1.7335573914643712,0.1686646834644885,7513,,2026-06-11 01:22:30,1,-0.9675724709699153,-0.597333071305846,19,0,0.2883957782721074,2,1,0,4,1,73.06,1,,,
,192.168.109.129,192.168.211.246,user_537,0,4,45466,80,96,-0.4308552543200541,-1.0365526789063713,2823,,2026-06-11 11:22:18,0,-0.18661851555607503,-0.20776880684916227,0,0,-0.8122443442792252,2,1,0,1,1,58.26,0,,,
,192.168.243.160,172.22.99.248,user_130,2,0,2063,80,930,-0.09883532503497441,-0.22139556262087937,3861,,,1,-0.9675724709699153,-0.837064926356113,12,0,-0.4327132675373864,0,1,1,1,0,45.96,0,,,
,10.9.2.232,192.168.109.37,user_133,5,4,28712,445,642,0.7123015310840445,2.122497021881495,1584,,2026-06-11 11:29:48,1,-0.7072544858319685,-1.121746504228305,9,0,1.047457931755785,1,0,0,3,0,59.64,0,,,
,192.168.253.219,172.21.8.62,user_371,4,0,8603,3389,121,-0.218078346978323,-1.020868534790805,3212,,2026-06-11 18:02:12,1,-0.9675724709699153,-0.0879028793240288,7,0,-0.28090083684065087,2,1,0,0,0,35.98,0,,,
,192.168.105.48,172.19.117.255,user_53,0,2,48261,443,260,0.40633599571069123,1.1616791907352717,4933,,,1,1.6356073804095521,-0.7171989988309795,44,0,-0.6983850212566736,1,1,0,1,0,72.93,0,,,
,172.19.27.150,192.168.222.100,user_242,5,1,26748,80,649,-0.359288609983313,1.8250522157922502,1698,,2026-06-11 17:48:18,1,-0.18661851555607503,0.25671166231072995,9,0,1.5977779930314513,2,1,0,0,1,56.86,0,,,
2026-06-11 08:18:36,192.168.147.100,192.168.177.191,user_160,4,1,24774,443,490,2.0117248867832527,2.0314028032896663,3074,2026-06-11 08:18:36,,1,2.1562433506854455,-0.32763473437429574,38,0,2.6794415617456924,0,0,1,3,1,60.21,1,8.0,3.0,6.0
,10.110.5.20,172.28.242.104,user_544,5,4,25221,3389,351,1.1840426804292037,0.5822411046578309,5630,,2026-06-11 16:44:00,1,0.0736994695818717,-0.2527185296710873,24,0,2.375816700352221,2,1,1,4,0,53.21,1,,,
2026-06-11 12:37:54,172.22.52.119,10.123.35.244,user_597,0,5,59962,445,225,-0.04018014892780818,0.35875711260907406,6057,2026-06-11 12:37:54,,1,-0.18661851555607503,-0.13285260214595385,27,0,0.45918476280593484,2,0,1,3,0,58.84,0,12.0,3.0,6.0
,10.203.5.54,172.19.50.18,user_244,2,2,52910,445,682,0.003567238421308468,-0.8583070333932511,3730,,,1,0.3340174547198184,-1.1816794679908718,26,1,-0.6035022520712139,2,0,0,0,0,23.36,0,,,
2026-06-11 00:04:00,10.36.59.194,10.60.201.164,user_323,3,2,30460,22,1443,-0.3405810613787946,-0.6490043726756198,3682,2026-06-11 00:04:00,2026-06-11 01:26:00,1,0.3340174547198184,-0.19278556590852058,6,0,-0.6224788059083058,1,1,0,4,0,51.26,0,0.0,3.0,6.0
,10.156.222.121,172.24.153.77,user_337,3,5,49632,80,1038,0.6274415137209769,-0.6285122317563807,1771,,2026-06-11 14:35:54,1,-0.18661851555607503,-0.7022157578903379,0,0,-0.5845256982341219,1,0,0,1,0,59.8,0,,,
,10.60.81.61,192.168.121.251,user_540,4,3,35994,22,1350,0.9279137922198412,0.38423631599783803,2510,,,1,-0.9675724709699153,0.1817954576075215,0,0,-0.1670415138180992,1,0,0,1,0,40.64,1,,,
2026-06-11 19:29:18,172.25.7.174,172.28.107.76,user_302,2,2,5533,22,985,2.0618643574476985,0.04482655068516846,3657,2026-06-11 19:29:18,2026-06-11 20:26:18,1,0.5943354398577652,0.2866781441920133,29,0,1.5408483315201755,2,1,1,2,1,58.26,1,19.0,3.0,6.0
2026-06-11 19:40:00,172.18.207.115,192.168.65.238,user_455,1,1,43256,445,1217,0.9183642434889441,-0.9893914683514446,1624,2026-06-11 19:40:00,,1,0.0736994695818717,0.061929530082388044,28,0,-1.0589395441614204,2,1,0,1,1,63.78,0,19.0,3.0,6.0
2026-06-11 22:14:48,172.25.189.109,10.24.37.192,user_381,0,4,31137,3389,1106,-0.2723821229770457,-0.11870893405374902,6034,2026-06-11 22:14:48,2026-06-11 02:48:48,1,0.8546534249957118,-0.5374001075432793,11,0,1.1992703624525205,0,0,0,2,1,39.43,0,22.0,3.0,6.0
2026-06-11 03:28:06,10.22.237.194,172.31.150.7,user_276,5,0,26137,22,575,0.25889952723138576,-0.12631671458611823,6314,2026-06-11 03:28:06,,1,0.0736994695818717,-0.2826850115523707,20,1,-0.4706663752115703,0,1,0,1,0,55.52,0,3.0,3.0,6.0
2026-06-11 07:26:18,192.168.6.40,192.168.250.128,user_497,3,5,3130,80,517,-0.2951324617532386,-0.3843503390789495,2303,2026-06-11 07:26:18,,1,-0.18661851555607503,-0.16281908402723722,14,0,-1.3625644055548916,2,0,0,0,1,42.82,0,7.0,3.0,6.0
,10.89.196.42,10.244.210.53,user_387,5,0,20702,80,261,-1.067685360527708,0.4136616580789308,1205,,2026-06-11 14:42:18,1,-0.9675724709699153,0.6762424086486971,3,0,-0.546572590559938,0,0,0,3,0,21.9,0,,,
,172.30.225.160,10.65.31.158,user_302,2,1,26221,443,1429,1.0365502763988588,-1.122301703696971,3188,,,1,0.0736994695818717,-1.4363945639817803,9,0,-0.6035022520712139,0,0,0,3,1,57.64,0,,,
2026-06-11 19:14:12,192.168.89.172,10.248.163.70,user_383,2,5,34643,443,270,-0.636296889227206,-0.3616508372881321,3639,2026-06-11 19:14:12,2026-06-11 19:53:12,1,-0.7072544858319685,-0.7022157578903379,23,0,-0.6794084674195816,2,1,0,0,0,58.23,0,19.0,3.0,6.0
,172.27.228.216,10.91.122.98,user_452,3,4,35419,80,419,0.533373347369563,-0.8793531064190045,1680,,2026-06-11 15:31:36,1,-0.9675724709699153,-0.1778023249678789,18,0,-0.7363381289308575,2,1,0,3,0,54.62,0,,,
2026-06-11 22:29:24,192.168.68.43,172.20.80.203,user_285,4,5,23649,445,176,0.13245046326448004,-0.9209298111146008,2378,2026-06-11 22:29:24,2026-06-11 02:07:24,1,0.0736994695818717,0.3316278670139383,14,0,-0.28090083684065087,0,0,0,2,0,48.71,0,22.0,3.0,6.0
2026-06-11 13:44:18,192.168.202.141,10.247.145.69,user_8,0,2,9706,443,1172,1.742312269608088,1.1857325628408024,3989,2026-06-11 13:44:18,2026-06-11 20:13:18,1,-0.9675724709699153,0.9609239865208891,26,0,-0.45168982137447833,2,0,1,1,0,78.84,1,13.0,3.0,6.0
2026-06-11 23:24:06,172.16.206.161,192.168.168.166,user_551,5,2,9892,3389,322,-0.309384454395654,-1.3721167161804608,3315,2026-06-11 23:24:06,2026-06-11 18:39:06,1,-0.9675724709699153,-0.6422827941277711,13,0,-0.6224788059083058,2,0,0,3,1,33.08,0,23.0,3.0,6.0
,172.19.197.135,172.30.220.69,user_22,3,5,5034,3389,1090,0.7739868710078618,0.38691393343114,3779,,,1,-0.9675724709699153,0.031963048201104675,13,0,0.8576923933848657,1,1,0,3,0,41.44,0,,,
2026-06-11 11:46:30,192.168.83.12,172.19.168.160,user_340,3,1,43941,443,176,-1.073865274511508,-0.9085625655945374,5061,2026-06-11 11:46:30,,1,0.3340174547198184,-1.4363945639817803,23,0,-1.0209864364872365,1,1,0,4,1,46.16,0,11.0,3.0,6.0
,192.168.89.53,10.105.35.47,user_19,0,1,58072,22,1170,0.06418594525116773,-0.8532178867590816,6720,,,1,-0.9675724709699153,1.1257396368679475,12,0,0.5540675319913946,2,0,0,1,1,43.0,0,,,
,10.239.241.16,192.168.36.101,user_471,4,3,6815,443,1168,-1.0624467068510535,-0.5128609142793814,1909,,,1,-0.9675724709699153,-1.4363945639817803,23,0,0.8956455010590495,1,0,0,3,0,54.77,0,,,
2026-06-11 08:45:54,172.25.51.138,10.238.6.251,user_273,5,5,19330,3389,153,-0.014507659812833418,0.06232812763358843,4471,2026-06-11 08:45:54,2026-06-11 23:16:54,1,-0.9675724709699153,0.061929530082388044,16,0,0.11760679373827991,2,1,0,2,0,38.25,0,8.0,3.0,6.0
,192.168.103.121,10.16.138.212,user_181,1,0,55119,80,1032,-0.9641370826811699,-0.38725053346139465,1480,,2026-06-11 01:37:00,1,-0.9675724709699153,-0.552383348483921,8,0,-1.3625644055548916,0,0,0,1,1,17.58,0,,,
2026-06-11 21:57:12,10.173.179.126,192.168.93.61,user_462,1,1,42603,80,1460,-0.37228687475760414,-0.9046381825438542,3301,2026-06-11 21:57:12,2026-06-11 16:58:12,1,0.0736994695818717,-0.8670314082373963,11,0,-0.9640567749759608,1,0,0,0,0,45.87,0,21.0,3.0,6.0
,172.18.151.91,172.25.148.139,user_181,3,2,61277,3389,452,0.9672075524189596,2.4235248147986765,4749,,2026-06-11 11:46:24,1,-0.9675724709699153,-0.34261797531493743,14,0,-1.3625644055548916,0,0,0,1,0,75.98,0,,,
2026-06-11 18:41:30,10.114.183.215,10.161.8.73,user_305,0,3,7548,443,855,-0.9448084565789039,-0.8417693987208199,1477,2026-06-11 18:41:30,,1,-0.44693650069402174,-0.597333071305846,8,0,-0.31885394451483473,2,1,0,2,0,31.94,0,18.0,3.0,6.0
2026-06-11 22:35:54,172.17.57.160,172.26.31.130,user_59,5,2,17908,443,1345,-0.4418977036200714,-0.9373017682083465,2272,2026-06-11 22:35:54,2026-06-11 00:27:54,1,-0.18661851555607503,1.245605564393081,0,0,0.7248565165252221,2,0,0,1,0,41.48,0,22.0,3.0,6.0
2026-06-11 14:14:18,192.168.16.48,192.168.73.203,user_433,1,0,1522,80,789,-0.4053602159187215,-1.0010960035567658,2751,2026-06-11 14:14:18,2026-06-11 00:05:18,1,-0.7072544858319685,-0.5224168666026376,19,0,1.2372234701267044,1,0,1,2,1,38.27,0,14.0,3.0,6.0
,10.75.78.2,172.19.55.215,user_274,0,3,56983,443,549,0.2709777486316842,2.0702466646923985,5242,,2026-06-11 01:36:00,1,-0.44693650069402174,0.1817954576075215,26,0,-1.0968926518356044,2,0,0,4,0,65.15,0,,,
2026-06-11 00:34:24,192.168.68.33,192.168.145.208,user_154,1,5,22837,80,514,-0.9088476836968911,-1.3721920241707726,2868,2026-06-11 00:34:24,,1,0.0736994695818717,0.8260748180551138,10,0,-0.6604319135824896,1,0,1,1,1,30.11,0,0.0,3.0,6.0
2026-06-11 13:46:18,172.21.80.48,172.22.99.60,user_267,2,0,58804,445,984,0.35546936288273373,1.2684274302465421,4679,2026-06-11 13:46:18,,1,0.0736994695818717,0.915974263698964,27,0,1.4649421161718077,2,1,1,4,1,66.25,1,13.0,3.0,6.0
,172.26.78.150,172.20.106.188,user_483,2,2,39957,80,432,-1.2761494440030916,-0.47279036939001756,6084,,2026-06-11 18:02:54,1,-0.9675724709699153,-0.4175341800181458,14,1,-0.48964292904866225,1,0,0,4,0,46.24,0,,,
,192.168.182.128,192.168.1.67,user_587,0,0,47134,445,877,-0.3790165001912741,1.1865760123322926,3622,,,1,-0.44693650069402174,0.00199656631982131,20,1,-1.3625644055548916,2,0,0,0,1,26.91,0,,,
2026-06-11 12:29:24,10.181.158.42,192.168.161.46,user_587,2,0,57655,80,485,0.5358634437968682,2.0129172019345076,1979,2026-06-11 12:29:24,,1,-0.9675724709699153,-0.0879028793240288,27,0,-0.41373671370029447,1,1,0,2,0,55.08,0,12.0,3.0,6.0
,10.30.133.142,192.168.17.9,user_411,5,5,63133,80,505,-0.02374281217064703,1.2389970676327617,4475,,,1,-0.9675724709699153,0.9459407455802473,0,0,0.19351300908664767,0,0,0,1,0,21.18,0,,,
2026-06-11 15:38:00,10.248.94.86,192.168.24.26,user_489,5,3,8061,445,864,-1.0481137041002362,-0.8891230630287651,5129,2026-06-11 15:38:00,,1,0.0736994695818717,-1.0018805767031715,5,0,1.047457931755785,2,0,0,0,1,55.01,0,15.0,3.0,6.0
,10.12.159.207,192.168.94.219,user_561,5,0,55007,3389,399,1.1238309529534585,-1.3894425744848204,4362,,2026-06-11 05:59:24,1,0.5943354398577652,-0.6722492760090545,21,0,-0.1101118523068234,1,0,0,2,0,51.24,0,,,
2026-06-11 12:23:42,10.46.15.28,172.17.86.137,user_279,2,5,57248,3389,1142,-1.2102457920060625,-0.5524076502583557,1822,2026-06-11 12:23:42,,1,-0.7072544858319685,-0.2976682524930124,0,0,-0.05318219079554756,1,0,0,2,1,59.67,0,12.0,3.0,6.0
2026-06-11 18:06:54,192.168.95.134,172.23.224.8,user_15,2,0,61151,443,751,-0.004624426587804816,-0.2813674990832601,3554,2026-06-11 18:06:54,2026-06-11 17:20:54,1,-0.18661851555607503,0.0918960119636714,21,0,-0.9640567749759608,0,1,0,3,0,55.69,0,18.0,3.0,6.0
,192.168.129.81,192.168.161.221,user_294,1,1,21935,22,240,0.19903498593450586,0.21711115038740011,3608,,,1,-0.44693650069402174,-0.057936397442745424,20,0,-0.6794084674195816,2,0,0,2,0,39.37,0,,,
,10.178.218.50,172.23.52.169,user_340,4,3,36320,80,263,-0.2615441277601379,-1.1221042294112649,5351,,2026-06-11 02:45:12,1,-0.7072544858319685,-0.20776880684916227,18,0,0.6299737473397623,0,0,0,3,0,70.96,0,,,
,192.168.116.110,10.2.31.22,user_397,5,4,21645,3389,1128,-0.36771751888131754,-1.4435170585503536,5652,,2026-06-11 14:52:06,1,-0.18661851555607503,0.631292685826772,16,0,1.9393559620991063,0,1,0,0,1,51.11,0,,,
,192.168.83.112,172.23.59.91,user_116,3,0,33309,3389,559,0.13842978078938026,-1.1421328078123636,1026,,2026-06-11 03:58:18,1,-0.9675724709699153,-0.5224168666026376,0,1,-1.210751974858156,0,0,0,4,1,50.83,0,,,
,172.24.217.109,192.168.161.67,user_424,0,5,26616,443,1457,0.43863395440567643,0.2676143622012668,4127,,,1,-0.9675724709699153,-0.5374001075432793,11,1,0.7058799626881301,0,1,0,1,0,41.1,0,,,
2026-06-11 15:18:48,10.250.19.64,172.29.35.237,user_15,2,0,64047,80,270,0.9080682444734869,-0.06632134897119608,1672,2026-06-11 15:18:48,,1,-0.9675724709699153,0.7961083361738305,25,0,0.8387158395477737,2,1,0,4,0,43.32,0,15.0,3.0,6.0
,10.12.240.234,172.28.201.178,user_103,5,0,37441,443,662,2.0027057613811774,-0.7644147045836219,5705,,,0,0.0736994695818717,-0.7171989988309795,41,0,2.2240042696554854,2,1,1,2,1,34.38,1,,,
,172.29.180.111,192.168.116.52,user_570,2,1,8543,443,1309,-0.29886664198814406,-1.4785720912849638,3487,,,1,-0.18661851555607503,-0.44750066189942916,0,0,-0.8122443442792252,2,1,0,0,0,37.11,0,,,
2026-06-11 02:10:30,10.224.17.82,10.233.102.104,user_530,5,2,32909,443,142,-0.27117468659943683,-1.023797178858479,2810,2026-06-11 02:10:30,,1,-0.9675724709699153,-0.2377352887304456,12,0,0.9146220548961415,1,0,1,3,1,46.91,0,2.0,3.0,6.0
,172.18.98.179,192.168.134.7,user_18,5,1,51131,22,1450,0.2828341566399299,0.2575615822501137,4991,,2026-06-11 09:04:00,1,0.3340174547198184,-0.9419476129406047,19,0,-0.6983850212566736,1,1,0,0,0,35.27,0,,,
,10.162.132.5,192.168.203.92,user_510,3,4,38537,445,1174,0.2320350322356406,-1.1681358201115173,5594,,2026-06-11 15:14:12,1,-0.7072544858319685,-0.07291963838338711,30,0,-1.3625644055548916,2,0,0,0,1,69.29,0,,,
,192.168.219.59,10.172.244.242,user_78,2,3,36624,3389,1254,-0.5327023198901527,-0.4847961365565852,1143,,2026-06-11 11:28:54,1,0.0736994695818717,-0.10288612026467048,13,0,-1.3625644055548916,0,0,0,2,1,16.06,0,,,
2026-06-11 02:07:48,172.23.133.89,192.168.175.108,user_590,5,2,56360,445,188,0.16875649351325314,1.0379582037186588,4241,2026-06-11 02:07:48,2026-06-11 12:48:48,1,-0.44693650069402174,0.27169490325137163,0,0,-0.01522908312136368,1,0,1,1,1,50.57,0,2.0,3.0,6.0
2026-06-11 06:35:30,192.168.195.99,192.168.49.164,user_470,3,1,15811,80,615,-0.7746891577470737,1.1758220313157937,5488,2026-06-11 06:35:30,,1,0.5943354398577652,0.4664770354797135,10,0,1.8254966390765546,1,1,0,4,0,81.99,1,6.0,3.0,6.0
2026-06-11 08:27:06,192.168.169.43,192.168.95.220,user_499,0,0,1071,443,598,-0.9265831110005871,-0.4261964790287717,5577,2026-06-11 08:27:06,,1,-0.9675724709699153,-0.11786936120531216,13,0,-0.2049946214922831,1,0,0,3,1,36.5,0,8.0,3.0,6.0
,172.22.128.194,192.168.10.177,user_364,5,4,63457,22,389,-0.42279281972196286,-1.3501384975857391,5285,,2026-06-11 14:37:48,1,-0.9675724709699153,-0.32763473437429574,22,0,-0.5086194828857542,1,1,0,2,1,11.67,0,,,
,10.27.117.166,192.168.29.130,user_123,5,0,53638,80,945,-0.076877728033857,1.2656661372684495,619,,2026-06-11 09:25:00,1,0.0736994695818717,-0.46248390284007085,17,0,-0.45168982137447833,0,0,0,0,0,68.74,0,,,
,172.21.59.225,172.26.42.192,user_278,4,1,49704,3389,997,-0.9918656854998685,0.17664230990483254,3352,,,0,0.3340174547198184,0.4215273126577884,4,1,-1.1727988671839722,1,0,0,2,0,31.78,0,,,
,172.18.15.89,172.19.101.243,user_296,3,2,58373,445,495,-0.03818961483564785,-1.4708003066848048,3351,,,1,-0.7072544858319685,0.19677869854816318,0,0,-0.7742912366050414,1,1,0,0,1,50.6,0,,,
2026-06-11 16:05:42,10.91.115.110,192.168.91.63,user_195,4,2,54394,443,367,-0.23259458687909687,-0.7339149685074168,5320,2026-06-11 16:05:42,,1,-0.9675724709699153,-0.44750066189942916,19,0,-1.0399629903243286,0,0,0,2,1,30.41,0,16.0,3.0,6.0
2026-06-11 17:29:06,172.20.109.125,172.28.129.227,user_1,2,2,43983,445,834,-0.3787117478787147,0.35295672384418364,1883,2026-06-11 17:29:06,,0,-0.44693650069402174,-0.6272995531871294,21,0,-0.8122443442792252,2,0,0,1,0,25.93,0,17.0,3.0,6.0
2026-06-11 13:03:06,192.168.158.34,192.168.220.85,user_140,5,2,7776,443,195,0.8305531436055226,-1.3556560630092371,4010,2026-06-11 13:03:06,2026-06-11 19:53:06,1,1.1149714101336587,-0.597333071305846,23,0,0.0227240245528202,1,0,0,0,0,38.03,0,13.0,3.0,6.0
,192.168.246.28,192.168.120.29,user_9,1,1,27452,3389,618,0.9347340718224371,-1.3792207699331902,3809,,,1,-0.7072544858319685,-0.11786936120531216,20,0,-0.8501974519534091,0,0,0,0,1,54.31,0,,,
2026-06-11 07:57:12,10.239.65.98,10.49.216.168,user_291,0,1,55247,22,942,0.6389391626777285,-0.9960403271405126,4091,2026-06-11 07:57:12,2026-06-11 16:08:12,1,-0.9675724709699153,-0.7471654807122629,23,1,-1.3625644055548916,2,0,0,2,0,28.58,0,7.0,3.0,6.0
2026-06-11 12:20:36,10.62.31.194,172.17.228.60,user_465,5,0,42737,22,918,0.4786066564656867,0.4901260444195559,3868,2026-06-11 12:20:36,2026-06-11 16:48:36,1,0.5943354398577652,-1.0468302995250964,8,0,-0.034205636958455625,2,0,0,2,1,25.1,0,12.0,3.0,6.0
,172.26.48.58,10.49.94.28,user_101,2,0,45656,443,1347,-1.2659344550960363,-0.6512435302542186,4818,,,1,-0.9675724709699153,-0.14783584308659553,24,0,1.6357311007056352,1,0,0,2,1,54.17,0,,,
2026-06-11 02:41:00,192.168.179.145,192.168.208.159,user_117,3,2,18581,80,457,-1.0256276125824018,-0.9378305976514236,5588,2026-06-11 02:41:00,,1,-0.9675724709699153,-0.5224168666026376,13,0,-0.3947601598632025,1,0,0,1,1,43.04,0,2.0,3.0,6.0
,10.149.58.95,10.249.58.151,user_403,1,1,11963,22,577,-1.1341271511019781,0.07740646080487011,3734,,,1,0.0736994695818717,0.07691277102302972,12,0,-0.07215874463263951,2,0,0,4,0,49.42,0,,,
,10.226.6.125,172.23.164.167,user_279,5,3,47605,3389,544,1.6739898872316314,-0.4931185062414669,2528,,,1,-0.9675724709699153,-0.44750066189942916,2,1,0.041700578389912146,1,0,0,2,0,53.65,0,,,
2026-06-11 08:49:24,192.168.39.67,10.214.5.128,user_461,0,4,47939,22,1239,-0.6044406285042215,-1.4350156231996198,1203,2026-06-11 08:49:24,,0,-0.9675724709699153,-0.13285260214595385,25,0,-0.7173615750937655,0,0,0,3,1,30.83,0,8.0,3.0,6.0
2026-06-11 14:42:18,192.168.98.172,172.19.16.209,user_338,2,4,30692,3389,892,-0.7571890455201642,-0.477988294232415,3857,2026-06-11 14:42:18,2026-06-11 18:59:18,0,0.8546534249957118,0.061929530082388044,17,0,0.19351300908664767,2,1,0,4,1,51.09,0,14.0,3.0,6.0
2026-06-11 17:12:42,192.168.42.56,10.80.132.233,user_514,5,3,50436,3389,174,-0.6190687395070742,0.6197277487240583,6531,2026-06-11 17:12:42,2026-06-11 06:03:42,1,5.800695142616699,3.8976392108866587,32,0,2.129121500470026,1,1,1,2,0,82.89,1,17.0,3.0,6.0
2026-06-11 07:57:54,192.168.197.98,172.16.191.194,user_517,0,1,50689,3389,1056,1.404480829451226,-1.4642468380167983,5594,2026-06-11 07:57:54,,0,-0.44693650069402174,-0.552383348483921,20,1,0.07965368606409602,1,0,0,2,0,56.43,0,7.0,3.0,6.0
,172.19.107.2,192.168.131.33,user_393,0,2,10675,22,1070,-1.3071801731452188,0.6571223496910161,3848,,,0,0.3340174547198184,0.5413932401829219,25,1,-0.5845256982341219,0,0,0,1,1,37.36,0,,,
,192.168.114.217,10.54.187.7,user_71,3,0,28908,22,930,-0.5106039196053844,-0.9518780481108841,1478,,,1,-0.9675724709699153,0.37657758983586337,12,0,-0.6035022520712139,0,0,0,3,1,73.01,0,,,
2026-06-11 11:51:24,192.168.52.179,172.19.16.14,user_582,2,5,21769,445,548,0.24215936697377,-0.8723076255476288,3794,2026-06-11 11:51:24,2026-06-11 15:05:24,1,0.0736994695818717,-0.07291963838338711,2,0,-1.3625644055548916,2,1,0,0,1,74.56,0,11.0,3.0,6.0
