timestamp,src_ip,dst_ip,username,department,protocol,source_port,destination_port,packet_size,bytes_sent,bytes_received,session_duration,login_time,logout_time,login_success,failed_login_count,file_access_count,email_sent_count,usb_inserted,database_queries,privilege_level,access_sensitive_data,off_hours_activity,geo_location,vpn_used,anomaly_score,insider_threat_label
39:45.6,192.168.179.73,172.31.49.172,user_435,Admin,RDP,35936,443,100,992915,178436,1826,39:45.6,10:11.6,1,1,100,15,0,18,Admin,0,1,Germany,0,53.11,0
46:37.1,172.21.243.153,10.77.61.117,user_159,Research,HTTPS,31917,22,678,468337,626890,1808,46:37.1,16:45.1,1,4,114,9,0,92,PowerUser,1,0,Singapore,0,58.32,0
26:45.1,192.168.116.66,192.168.140.22,user_68,Admin,UDP,60081,445,963,70326,1039446,2365,26:45.1,06:10.1,1,3,116,2,0,1,Admin,0,0,USA,0,45.6,0
16:56.3,10.248.221.158,192.168.173.79,user_471,IT,SSH,11562,3389,766,725848,1512869,5480,16:56.3,48:16.3,1,0,49,26,0,50,Admin,0,0,India,1,41.11,0
46:37.0,10.139.196.97,192.168.121.214,user_563,Finance,UDP,5749,445,354,309237,548631,1753,46:37.0,15:50.0,1,1,87,18,0,89,Admin,1,1,India,1,47.53,0
11:46.6,172.19.112.241,172.23.130.119,user_98,Operations,TCP,33734,443,1238,427809,250548,1969,11:46.6,44:35.6,1,5,23,13,0,58,PowerUser,0,0,USA,0,49.7,0
30:40.8,10.199.85.150,192.168.139.242,user_454,Research,RDP,58234,80,289,703340,401507,5809,30:40.8,07:29.8,1,3,68,8,0,61,User,1,0,USA,1,76.89,0
24:54.2,192.168.86.111,10.174.92.159,user_295,Finance,RDP,14638,443,1479,1399490,1072680,576,24:54.2,34:30.2,1,0,56,11,0,28,PowerUser,1,0,UK,0,58.36,0
12:21.2,192.168.181.33,10.112.108.111,user_476,Finance,SMB,53875,80,433,1126438,288028,4501,12:21.2,27:22.2,0,1,24,12,0,38,User,0,0,Germany,0,77.76,0
26:51.2,192.168.42.145,10.164.1.232,user_556,Research,UDP,7721,80,896,996227,248198,3347,26:51.2,22:38.2,1,4,56,11,0,1,Admin,0,0,Singapore,0,63.49,0
34:35.0,192.168.56.177,172.29.175.91,user_360,Research,TCP,30823,445,960,294959,1764025,7330,34:35.0,36:45.0,1,3,49,6,0,83,PowerUser,0,0,Germany,0,69.08,0
30:45.7,172.26.35.220,192.168.3.27,user_36,Finance,SSH,20283,22,1090,270275,1067336,5368,30:45.7,00:13.7,1,0,58,0,0,1,User,1,0,India,0,43.82,0
11:12.3,10.64.246.21,192.168.101.128,user_89,Research,TCP,65143,80,335,290315,795176,2399,11:12.3,51:11.3,1,2,140,8,0,83,PowerUser,1,1,India,1,64.77,0
55:44.4,172.29.180.113,192.168.202.118,user_192,Finance,TCP,21446,22,445,683755,8196,4440,55:44.4,09:44.4,1,5,44,27,1,30,Admin,1,0,USA,1,62.69,0
52:03.8,172.18.154.181,10.187.108.173,user_586,IT,SMB,46817,445,596,1370001,1200392,5677,52:03.8,26:40.8,1,0,97,30,0,81,Admin,0,0,UK,0,50.97,0
09:30.9,192.168.131.63,172.27.149.75,user_366,Admin,SMB,63652,80,759,392471,302836,1496,09:30.9,34:26.9,1,6,1,6,0,104,User,1,0,USA,1,29.27,0
31:54.1,172.23.98.249,192.168.146.113,user_358,Finance,HTTPS,65492,80,1410,2734473,2018840,3222,31:54.1,25:36.1,1,7,194,27,0,154,PowerUser,1,0,UK,1,69.7,1
18:25.0,10.206.187.129,192.168.8.184,user_328,Admin,HTTPS,32198,3389,796,796796,691941,3646,18:25.0,19:11.0,1,1,2,11,0,87,Admin,0,0,USA,0,54.26,0
54:24.5,10.238.46.37,10.131.64.122,user_552,Research,UDP,38420,443,1155,737052,169190,2761,54:24.5,40:25.5,1,4,61,0,1,100,User,0,0,UK,1,49.88,0
30:09.2,192.168.129.166,192.168.137.79,user_587,Admin,SSH,35923,443,668,356587,1510232,3587,30:09.2,29:56.2,1,1,106,4,0,59,User,0,0,India,1,34.21,0
01:19.1,10.238.92.251,172.23.216.154,user_245,HR,HTTPS,11923,22,1283,4018,810544,2510,01:19.1,43:09.1,1,4,66,21,0,47,PowerUser,0,0,UK,0,44.74,0
57:26.1,192.168.161.34,192.168.58.198,user_467,Admin,TCP,21602,3389,1478,554279,825818,2814,57:26.1,44:20.1,1,8,104,19,0,249,PowerUser,1,0,Germany,1,40.45,0
04:05.8,192.168.171.179,172.25.39.169,user_48,Research,RDP,32751,445,1142,286688,9736,1838,04:05.8,34:43.8,1,3,69,0,0,1,User,0,0,USA,0,28.79,0
28:11.7,172.24.43.23,10.36.166.242,user_526,Admin,UDP,38130,22,765,150325,1221314,5806,28:11.7,04:57.7,1,6,117,15,0,134,Admin,1,0,Germany,0,54.66,0
41:34.3,172.20.253.78,172.28.172.96,user_112,Operations,HTTPS,45596,3389,686,756872,1056084,6568,41:34.3,31:02.3,1,2,114,16,1,90,PowerUser,0,0,Germany,1,65.49,0
14:21.4,172.17.179.242,172.24.89.184,user_70,Research,HTTPS,5447,445,724,1085640,1156504,7178,14:21.4,13:59.4,1,4,82,5,1,140,Admin,0,0,India,0,69.17,0
13:09.8,192.168.177.254,192.168.189.1,user_349,IT,RDP,5525,443,1286,741180,865770,1489,13:09.8,37:58.8,1,0,104,20,0,1,Admin,0,0,UK,1,30.91,0
11:21.7,192.168.141.185,192.168.23.2,user_315,HR,HTTPS,40080,443,1339,1219748,833451,6038,11:21.7,51:59.7,1,7,164,22,0,236,PowerUser,1,1,USA,0,64.64,1
34:09.0,172.27.25.37,172.20.154.58,user_130,Research,RDP,48129,3389,324,1685613,1643827,7175,34:09.0,33:44.0,1,7,203,28,0,79,PowerUser,0,1,USA,1,57.15,1
41:11.8,192.168.106.92,172.16.54.46,user_381,Admin,HTTPS,44178,443,500,313520,691816,3998,41:11.8,47:49.8,1,5,79,21,0,30,Admin,0,0,UK,0,64.55,0
36:12.6,172.24.158.233,10.46.36.84,user_76,Research,SMB,20072,80,1430,1014243,27995,4653,36:12.6,53:45.6,1,5,63,22,0,97,User,0,0,Germany,0,43.18,0
20:33.2,10.83.132.93,192.168.241.243,user_577,Operations,SSH,46614,80,346,506018,1059346,3860,20:33.2,24:53.2,1,4,1,26,0,56,Admin,0,1,Germany,0,44.1,0
25:02.0,172.18.197.252,172.24.154.125,user_342,Operations,SSH,14557,3389,1093,81045,1019782,5808,25:02.0,01:50.0,1,2,105,11,0,75,Admin,0,0,Germany,0,54.12,0
03:46.6,10.14.179.123,172.27.122.221,user_115,Admin,SSH,5750,22,480,1055843,1136534,3633,03:46.6,04:19.6,1,4,110,24,0,61,User,0,0,UK,1,89.8,0
30:56.1,10.27.243.111,172.22.44.183,user_229,Research,RDP,19425,3389,709,459711,557968,4110,30:56.1,39:26.1,1,10,103,0,1,20,User,1,0,Singapore,1,60.45,0
00:25.4,172.28.66.45,192.168.244.193,user_60,Research,UDP,48025,443,836,249498,1446394,2829,00:25.4,47:34.4,1,1,72,36,0,35,Admin,0,0,Germany,0,36.67,0
55:39.8,172.29.246.27,10.7.98.67,user_344,Admin,TCP,58961,443,987,701028,304759,2507,55:39.8,37:26.8,1,7,90,0,1,9,PowerUser,0,0,Germany,1,56.35,0
12:44.4,192.168.102.81,172.17.24.212,user_366,IT,TCP,14151,80,346,342800,1024879,1848,12:44.4,43:32.4,1,6,58,5,0,185,User,0,0,Singapore,1,34.84,0
02:01.7,172.18.139.165,192.168.63.22,user_213,Finance,UDP,3278,443,1038,1274971,93245,3292,02:01.7,56:53.7,1,2,40,9,0,1,Admin,0,0,Germany,0,32.68,0
54:02.7,192.168.48.12,192.168.152.126,user_270,Operations,TCP,46189,3389,831,950444,775939,2053,54:02.7,28:15.7,1,1,69,17,0,13,Admin,0,0,USA,1,64.64,0
47:10.6,10.63.15.146,10.192.45.135,user_117,Finance,TCP,10247,445,1442,2084560,1422634,3119,47:10.6,39:09.6,1,13,198,28,0,47,PowerUser,1,0,India,1,87.17,0
59:39.8,192.168.182.28,10.147.135.171,user_580,Operations,RDP,24330,445,100,5711,210064,3135,59:39.8,51:54.8,1,1,24,8,0,49,PowerUser,1,0,India,0,42.54,0
26:36.0,172.16.245.13,192.168.198.122,user_298,Operations,SSH,10502,80,998,542121,813268,2392,26:36.0,06:28.0,1,6,21,5,0,74,Admin,1,0,USA,0,54.27,0
25:14.3,192.168.164.6,172.28.51.87,user_349,Research,UDP,30808,3389,1337,531025,1206716,4226,25:14.3,35:40.3,1,8,51,15,0,165,User,1,0,USA,1,58.1,0
45:48.5,192.168.175.55,192.168.33.141,user_335,Research,UDP,30862,3389,688,472345,1018935,1606,45:48.5,12:34.5,1,0,96,0,0,130,User,0,0,India,0,31.81,1
48:16.1,172.24.77.148,192.168.152.74,user_22,Operations,RDP,35274,80,100,646519,1167284,3432,48:16.1,45:28.1,1,4,80,21,0,141,User,0,0,UK,0,38.15,0
03:08.2,10.19.137.206,172.16.185.37,user_113,HR,TCP,23800,80,140,1754617,1029463,2920,03:08.2,51:48.2,1,4,88,5,0,68,User,0,0,Germany,0,0,0
26:14.9,10.119.123.200,172.18.202.31,user_119,IT,SMB,60326,443,1343,139761,749252,3965,26:14.9,32:19.9,1,1,40,29,0,39,Admin,0,0,USA,0,55.44,0
42:03.7,192.168.90.157,172.22.97.170,user_85,Admin,SSH,50631,445,375,168421,1979697,60,42:03.7,43:03.7,1,4,40,4,0,1,PowerUser,1,0,USA,0,48.76,0
52:09.1,172.17.185.232,172.25.105.62,user_583,Finance,TCP,9182,80,292,1356562,738702,3021,52:09.1,42:30.1,1,2,55,15,0,63,User,0,0,Singapore,1,54.57,0
43:53.1,172.26.200.41,10.47.77.113,user_499,HR,SMB,42725,445,1092,504667,901667,3401,43:53.1,40:34.1,1,3,117,15,0,78,User,0,0,Germany,1,57.45,0
03:35.1,192.168.29.80,192.168.87.8,user_229,Research,TCP,15076,445,1410,48265,50540,6234,03:35.1,47:29.1,0,10,88,20,0,110,Admin,1,0,UK,0,66.15,1
19:46.6,192.168.103.103,10.216.82.61,user_446,IT,TCP,43059,445,437,1189258,254619,2629,19:46.6,03:35.6,1,6,42,28,0,77,Admin,0,0,UK,1,72.62,0
25:08.0,192.168.152.122,172.29.148.234,user_377,IT,HTTPS,27270,22,668,896807,1465490,824,25:08.0,38:52.0,1,3,37,0,1,81,User,0,0,Singapore,0,46.65,0
04:16.6,172.25.89.175,192.168.70.221,user_489,Research,SSH,1709,22,994,747312,768320,3937,04:16.6,09:53.6,1,4,92,7,1,99,PowerUser,0,0,India,1,21.96,0
36:53.8,10.245.253.90,192.168.92.32,user_67,IT,UDP,64413,445,696,1091115,645378,4950,36:53.8,59:23.8,1,0,100,21,0,103,User,0,0,USA,1,34.53,0
59:20.2,192.168.16.58,172.23.61.107,user_370,IT,SSH,24643,3389,272,362739,1383657,2436,59:20.2,39:56.2,1,3,130,19,0,147,User,0,0,USA,0,49.3,0
40:36.4,172.24.155.118,172.28.97.194,user_380,Research,TCP,10697,80,833,1840328,1464079,3419,40:36.4,37:35.4,1,3,104,3,1,80,PowerUser,0,0,UK,0,61.24,0
43:04.4,10.11.3.134,10.207.228.94,user_195,IT,SSH,35479,445,361,881664,1210693,3782,43:04.4,46:06.4,1,6,72,25,0,53,PowerUser,0,0,UK,0,50.21,0
51:12.9,172.23.166.185,192.168.237.98,user_21,Admin,SSH,15123,22,1370,1444652,507833,4386,51:12.9,04:18.9,1,1,6,15,0,20,PowerUser,0,0,India,1,29.01,0
35:42.9,172.20.151.1,10.252.38.147,user_452,HR,SSH,63971,3389,211,1275375,1187309,4897,35:42.9,57:19.9,1,2,43,20,0,19,PowerUser,0,0,USA,0,25.76,0
37:38.7,192.168.251.212,192.168.248.92,user_259,IT,SMB,10180,3389,958,699538,59854,2631,37:38.7,21:29.7,1,6,89,10,0,11,PowerUser,0,0,Germany,0,55.13,0
13:01.5,10.88.102.21,172.31.152.94,user_595,Research,UDP,24061,445,512,932539,792271,4473,13:01.5,27:34.5,1,0,56,25,1,154,PowerUser,0,0,Germany,1,28.12,0
33:54.7,10.62.133.186,10.127.130.149,user_362,Finance,UDP,11266,443,625,439878,1278002,3644,33:54.7,34:38.7,1,4,122,17,0,1,PowerUser,0,0,India,0,28.84,0
10:36.5,10.231.252.15,10.35.43.155,user_295,Operations,TCP,16395,80,1374,875779,795630,6242,10:36.5,54:38.5,1,16,277,13,0,53,PowerUser,1,0,India,0,85.71,1
11:30.7,192.168.124.214,10.226.66.120,user_252,Admin,SMB,22324,445,985,242275,799964,3160,11:30.7,04:10.7,1,4,92,12,0,115,PowerUser,0,0,UK,0,21.93,0
16:51.2,10.62.38.29,192.168.48.156,user_270,Finance,HTTPS,52802,80,1073,1537591,1176284,2549,16:51.2,59:20.2,1,3,22,20,1,72,Admin,1,1,Singapore,1,38.8,0
03:56.1,10.104.243.128,10.9.234.120,user_291,Research,TCP,7103,80,259,880390,928826,2771,03:56.1,50:07.1,0,0,64,36,1,38,Admin,1,0,Germany,1,53.3,0
22:29.8,10.243.245.197,172.25.218.243,user_304,IT,UDP,24781,445,934,248516,25128,1202,22:29.8,42:31.8,1,2,77,3,0,148,PowerUser,0,0,Singapore,1,58.61,0
05:49.4,10.217.144.33,192.168.89.247,user_528,Operations,RDP,10319,443,307,773913,591537,4383,05:49.4,18:52.4,1,0,118,10,0,80,PowerUser,0,0,Singapore,0,19.62,0
09:06.3,10.76.11.228,172.20.169.237,user_58,Research,HTTPS,31909,443,707,2247024,1967291,4304,09:06.3,20:50.3,1,7,89,20,0,185,PowerUser,0,0,Germany,1,65.67,1
44:24.5,172.25.66.24,192.168.242.192,user_262,Research,SSH,18994,3389,183,2381081,1735859,3823,44:24.5,48:07.5,1,6,289,19,0,164,User,1,1,UK,0,71.53,1
11:01.2,192.168.83.164,192.168.10.36,user_211,Admin,HTTPS,23435,80,673,578843,466418,5536,11:01.2,43:17.2,1,3,59,0,0,1,Admin,0,0,Singapore,1,73.33,0
22:51.4,10.200.62.214,10.253.96.20,user_204,IT,HTTPS,33400,445,849,762693,135785,4750,22:51.4,42:01.4,1,6,90,13,0,30,PowerUser,0,0,USA,1,26.76,0
49:03.4,192.168.192.51,172.27.133.96,user_475,HR,TCP,52887,80,706,167804,1200325,4775,49:03.4,08:38.4,0,9,36,7,0,130,User,0,0,UK,0,58.22,0
19:58.4,10.167.165.41,172.23.76.151,user_454,Finance,SMB,37548,443,181,733534,448994,5518,19:58.4,51:56.4,1,1,119,19,0,54,Admin,0,1,Singapore,1,33.02,0
53:52.9,10.49.241.102,10.107.135.219,user_231,Operations,TCP,42325,445,104,178636,32710,5166,53:52.9,19:58.9,1,4,104,11,0,101,PowerUser,0,0,USA,1,48.9,0
15:37.3,192.168.4.107,10.116.69.93,user_112,Admin,HTTPS,43596,3389,1265,1226497,617343,3732,15:37.3,17:49.3,1,3,95,14,0,51,User,0,1,India,0,59.37,0
10:36.4,10.69.246.52,10.93.170.151,user_62,Admin,TCP,43700,445,550,612051,1047710,4288,10:36.4,22:04.4,1,0,5,29,0,117,PowerUser,1,0,India,1,53.25,0
57:52.8,172.18.238.231,10.94.245.128,user_507,Admin,SMB,15344,80,698,888048,2155960,5137,57:52.8,23:29.8,1,6,263,20,0,231,User,1,1,Germany,0,70.15,1
37:41.1,10.66.215.89,192.168.82.126,user_441,HR,HTTPS,5225,445,1100,573353,761903,3804,37:41.1,41:05.1,1,2,57,23,0,108,Admin,0,1,USA,1,45.94,0
54:11.0,192.168.13.217,192.168.195.8,user_53,Operations,TCP,42336,3389,406,204476,1535547,4160,54:11.0,03:31.0,1,3,91,0,0,41,Admin,0,1,USA,0,54.24,0
51:53.1,192.168.87.53,10.89.57.38,user_99,Research,TCP,26968,445,1326,964068,755684,2161,51:53.1,27:54.1,1,0,38,15,0,43,PowerUser,0,0,Germany,0,66.61,0
33:38.3,192.168.106.204,172.19.69.186,user_159,Research,UDP,30228,3389,830,1525135,119690,6420,33:38.3,20:38.3,1,17,217,15,0,178,Admin,0,1,UK,0,71.62,1
11:01.0,192.168.60.22,192.168.83.8,user_421,Admin,SSH,5677,3389,783,349056,786680,3564,11:01.0,10:25.0,1,6,93,6,0,38,PowerUser,1,0,USA,0,22.71,0
45:08.1,192.168.197.185,192.168.155.248,user_497,Research,TCP,64687,22,363,479187,1298849,6099,45:08.1,26:47.1,1,8,54,3,0,73,PowerUser,0,0,Germany,0,75.08,1
34:01.9,172.30.23.190,172.29.35.62,user_150,HR,SSH,15666,445,1071,87033,137028,4391,34:01.9,47:12.9,1,4,6,13,0,95,PowerUser,0,0,UK,1,56.75,0
34:49.1,192.168.31.1,172.19.50.241,user_512,Operations,TCP,3500,80,952,368284,1998566,5655,34:49.1,09:04.1,1,0,127,27,0,17,User,0,0,India,0,47.91,0
27:26.0,192.168.133.43,172.28.63.243,user_275,HR,SMB,16396,80,1431,629637,2273583,3641,27:26.0,28:07.0,1,1,113,16,0,7,PowerUser,0,0,India,0,37.89,0
29:42.0,192.168.152.61,192.168.24.138,user_511,HR,UDP,56245,443,313,2490,1077149,2145,29:42.0,05:27.0,1,2,93,5,0,59,PowerUser,1,0,UK,0,40.77,0
55:09.8,10.74.115.160,172.20.18.92,user_90,IT,HTTPS,23213,80,1219,655228,2457788,5718,55:09.8,30:27.8,1,12,163,38,0,142,PowerUser,1,0,India,1,84.71,1
47:48.6,192.168.10.237,192.168.25.39,user_242,Finance,TCP,5505,443,1472,150778,1020601,1694,47:48.6,16:02.6,1,5,103,10,0,65,User,0,0,UK,1,39.1,0
34:40.1,172.23.139.180,192.168.92.54,user_559,HR,UDP,36430,80,732,1968994,1868127,5302,34:40.1,03:02.1,0,5,182,23,0,88,PowerUser,1,1,UK,0,80.33,1
19:56.9,172.18.214.84,172.19.216.234,user_465,Finance,RDP,43438,445,118,387827,289839,3424,19:56.9,17:00.9,0,0,112,13,0,90,PowerUser,1,0,Germany,0,74.24,0
49:35.5,10.205.214.213,10.58.57.87,user_212,Research,HTTPS,12121,443,619,92104,704944,4605,49:35.5,06:20.5,1,3,92,22,0,111,PowerUser,0,0,UK,1,64.32,0
51:56.2,192.168.203.151,192.168.199.71,user_580,Admin,HTTPS,38853,445,197,1322259,1213284,6166,51:56.2,34:42.2,1,3,36,19,0,53,Admin,0,0,India,0,66.3,0
33:02.6,10.243.39.23,192.168.223.53,user_394,IT,SSH,12782,445,1061,441843,570669,7554,33:02.6,38:56.6,1,3,123,2,0,1,PowerUser,0,0,India,0,42.27,0
40:59.6,172.19.212.84,192.168.59.12,user_522,HR,RDP,61119,22,547,1089133,1039937,1848,40:59.6,11:47.6,1,8,107,0,0,59,PowerUser,0,0,Singapore,0,44.99,0
44:36.7,172.16.244.21,192.168.76.220,user_541,HR,HTTPS,55245,22,882,18935,262573,1686,44:36.7,12:42.7,1,3,92,21,0,81,PowerUser,0,0,Singapore,0,64.22,0
25:15.7,10.130.63.18,10.90.67.115,user_477,HR,UDP,47980,80,878,126968,1173918,60,25:15.7,26:15.7,1,3,107,15,0,90,User,0,0,UK,1,39.65,0
11:25.6,192.168.219.236,10.29.11.16,user_479,Finance,HTTPS,14588,3389,666,287126,375062,1692,11:25.6,39:37.6,1,0,96,16,0,121,User,0,0,Singapore,1,74.37,0
40:34.0,192.168.223.153,192.168.22.183,user_380,Admin,SMB,62863,80,1257,1718163,1445421,6352,40:34.0,26:26.0,1,0,119,28,0,162,PowerUser,1,1,UK,1,62.27,1
37:40.4,192.168.253.222,172.24.219.139,user_360,Research,RDP,43981,3389,544,48105,30981,4172,37:40.4,47:12.4,1,4,81,8,0,36,Admin,0,0,Germany,1,21.65,0
44:14.5,10.9.141.90,10.230.224.157,user_153,Finance,HTTPS,64963,3389,772,175799,1319043,4297,44:14.5,55:51.5,1,3,71,8,0,21,Admin,0,1,UK,1,59.77,0
15:19.4,172.27.18.202,192.168.20.87,user_305,HR,TCP,58007,3389,667,266172,280985,5329,15:19.4,44:08.4,1,10,52,19,0,1,Admin,0,0,Germany,0,47.43,0
41:01.6,192.168.3.252,10.199.187.165,user_219,Operations,TCP,56096,22,618,816757,270128,1211,41:01.6,01:12.6,1,2,70,30,0,1,User,0,0,Singapore,0,26.53,0
30:40.7,192.168.125.42,192.168.243.74,user_320,IT,UDP,59135,443,483,746572,85269,4800,30:40.7,50:40.7,1,4,130,22,0,186,Admin,0,1,India,0,47.96,1
06:35.0,172.25.89.114,10.247.65.48,user_131,IT,UDP,24695,80,1043,563894,1496101,945,06:35.0,22:20.0,1,2,72,22,0,104,User,0,0,USA,0,47.95,0
16:26.8,192.168.44.148,10.251.53.212,user_69,Operations,SSH,37266,80,558,124540,1030005,2174,16:26.8,52:40.8,1,2,12,18,0,108,User,0,1,India,1,40.74,0
31:32.1,192.168.193.196,10.157.127.85,user_404,Operations,UDP,48667,445,714,181025,1086306,2815,31:32.1,18:27.1,1,2,72,18,1,89,Admin,0,0,UK,0,45.64,0
04:49.2,192.168.128.180,192.168.219.34,user_486,IT,TCP,14624,22,759,1170142,2038566,4938,04:49.2,27:07.2,1,0,57,20,0,189,Admin,0,0,UK,0,43.67,0
13:16.4,10.72.231.142,10.150.249.81,user_261,HR,UDP,62175,443,249,669154,448796,3065,13:16.4,04:21.4,1,10,126,2,0,127,Admin,0,0,India,0,48.82,0
56:37.7,10.68.7.123,10.102.24.194,user_231,Admin,RDP,54997,22,1018,997407,825616,5466,56:37.7,27:43.7,0,15,342,17,0,51,Admin,0,1,USA,0,100,1
30:35.4,172.20.106.63,10.34.20.0,user_248,Research,UDP,29374,22,541,788332,790001,232,30:35.4,34:27.4,1,0,82,32,0,14,PowerUser,0,0,USA,0,56.57,0
41:41.3,172.27.229.161,192.168.72.157,user_437,IT,TCP,50165,22,778,1328806,134649,3884,41:41.3,46:25.3,1,3,89,2,0,6,PowerUser,1,0,Germany,1,46.12,0
06:37.0,192.168.40.15,192.168.211.26,user_148,HR,RDP,44943,80,594,526197,1980432,3601,06:37.0,06:38.0,1,3,59,27,0,12,Admin,0,0,India,1,30.19,0
16:41.0,172.20.78.61,10.11.185.169,user_60,Operations,SMB,47120,80,966,441225,665828,3773,16:41.0,19:34.0,1,2,94,16,0,73,PowerUser,1,0,Singapore,0,22.84,0
48:39.4,192.168.208.223,192.168.253.102,user_328,Finance,HTTPS,65177,22,889,272733,213279,3282,48:39.4,43:21.4,1,4,119,6,0,68,Admin,0,0,India,0,39.46,0
02:07.1,10.14.50.108,172.27.8.34,user_375,IT,RDP,60832,80,309,467447,1830362,1751,02:07.1,31:18.1,1,4,50,27,0,29,User,0,1,UK,1,58.69,0
15:42.9,172.29.36.150,10.166.169.86,user_329,Finance,SMB,33799,22,488,1469322,1381103,3549,15:42.9,14:51.9,1,0,101,6,0,72,Admin,1,0,Singapore,0,45.02,0
28:40.0,192.168.240.192,172.23.58.186,user_462,Finance,TCP,41316,443,233,619225,358802,5177,28:40.0,54:57.0,1,0,125,6,0,1,PowerUser,0,0,UK,0,58.72,0
37:56.7,172.31.232.7,192.168.204.118,user_214,Research,HTTPS,27383,443,1234,193126,2599446,2707,37:56.7,23:03.7,1,0,82,17,0,3,Admin,1,0,Singapore,0,16.17,0
32:01.8,172.26.131.66,192.168.114.163,user_451,Operations,TCP,14176,445,73,1889609,1806565,4876,32:01.8,53:17.8,0,16,173,40,1,199,PowerUser,1,1,Germany,1,59.43,1
22:20.3,10.49.196.126,172.27.170.14,user_301,HR,SSH,44490,445,71,1148244,2417436,6029,22:20.3,02:49.3,1,18,388,24,0,100,PowerUser,1,1,UK,1,96.55,1
57:49.6,192.168.135.100,10.59.251.176,user_138,Finance,UDP,23425,80,767,400486,437179,5765,57:49.6,33:54.6,1,2,53,14,0,123,User,0,1,Singapore,1,29.62,0
45:53.6,10.200.75.180,192.168.71.1,user_422,Operations,TCP,5430,22,1351,698229,202085,4439,45:53.6,59:52.6,1,8,102,15,0,128,User,1,0,Singapore,0,49,0
57:34.3,172.31.87.48,172.27.242.131,user_571,IT,SSH,58544,3389,703,332900,750856,2792,57:34.3,44:06.3,1,6,122,2,0,19,Admin,1,0,Singapore,1,26.84,0
05:50.2,172.25.180.245,172.26.39.124,user_299,Operations,SMB,8703,3389,761,118629,223783,2664,05:50.2,50:14.2,1,3,140,2,0,132,User,0,1,Singapore,1,57.86,1
39:54.1,10.220.245.52,172.20.200.206,user_423,Operations,SSH,4013,22,1323,891375,220846,1879,39:54.1,11:13.1,1,0,87,16,0,147,Admin,0,0,Germany,1,65.49,0
39:30.0,10.118.72.196,172.30.235.236,user_414,Operations,SMB,64350,80,611,221992,821455,3159,39:30.0,32:09.0,1,0,59,11,0,169,PowerUser,0,0,UK,0,48,0
25:55.1,10.67.22.1,10.188.101.142,user_588,Finance,HTTPS,57725,22,1301,1195587,1780107,3651,25:55.1,26:46.1,1,1,60,8,0,1,PowerUser,1,0,UK,1,22.78,0
34:57.7,192.168.252.197,172.25.118.102,user_60,Finance,SMB,26314,80,791,189200,1453908,1668,34:57.7,02:45.7,1,7,16,33,0,13,PowerUser,0,0,UK,1,68.49,0
22:22.7,10.6.33.192,172.30.6.100,user_114,Finance,SMB,24415,80,302,266831,547770,4304,22:22.7,34:06.7,1,7,53,18,0,1,PowerUser,0,0,Singapore,1,22,0
23:10.4,172.26.46.170,172.25.219.172,user_156,HR,SMB,44530,445,565,32706,941984,1915,23:10.4,55:05.4,1,3,85,20,0,122,User,0,0,UK,1,62.77,0
49:03.8,192.168.253.12,10.33.209.163,user_250,Research,TCP,59825,22,775,1911886,1629325,3404,49:03.8,45:47.8,1,5,86,15,0,65,Admin,0,0,USA,1,55.26,0
04:01.2,10.238.238.131,10.244.148.9,user_534,Operations,HTTPS,58864,443,876,98891,1939822,60,04:01.2,05:01.2,1,3,18,4,0,110,User,1,0,UK,1,56.13,0
01:52.0,10.184.80.46,192.168.208.184,user_75,Admin,RDP,19627,443,204,1532907,1782914,3223,01:52.0,55:35.0,1,18,185,39,1,164,PowerUser,1,0,India,1,58.7,1
22:35.1,172.24.112.73,192.168.145.176,user_255,Finance,HTTPS,1898,80,1129,625723,1844495,3678,22:35.1,23:53.1,1,3,15,18,0,117,Admin,1,0,India,0,64.09,0
28:52.9,10.19.30.61,192.168.9.175,user_575,Finance,SMB,26145,80,538,716124,1210815,3835,28:52.9,32:47.9,1,1,65,22,0,43,User,0,0,UK,0,17.22,0
24:08.7,192.168.80.230,172.18.104.204,user_242,Finance,HTTPS,24315,3389,1084,600145,1825696,3663,24:08.7,25:11.7,1,2,50,14,0,98,User,1,1,Singapore,0,41.98,0
41:06.4,10.239.88.161,192.168.204.101,user_333,Finance,TCP,42687,80,243,927534,612914,3688,41:06.4,42:34.4,1,6,72,3,0,34,Admin,1,0,Germany,0,70.1,0
52:50.6,10.216.153.5,192.168.106.78,user_57,HR,SSH,21169,80,1098,522750,1700951,2196,52:50.6,29:26.6,1,2,64,17,0,85,Admin,1,0,India,1,37.96,0
53:26.0,192.168.213.124,10.116.18.250,user_484,IT,RDP,47157,80,786,1110697,1409238,3865,53:26.0,57:51.0,1,11,94,21,0,1,Admin,0,0,Singapore,0,47.34,1
35:36.0,10.53.203.212,192.168.68.93,user_370,Operations,TCP,61051,80,859,295621,900440,1011,35:36.0,52:27.0,1,1,123,16,0,129,Admin,0,0,UK,1,35.51,0
01:07.7,10.31.78.120,172.18.112.209,user_123,Finance,UDP,52974,80,1404,1190559,27861,4378,01:07.7,14:05.7,1,4,98,6,0,68,Admin,0,0,USA,1,42.09,0
43:48.6,10.85.8.60,172.19.176.2,user_402,Research,UDP,57856,443,403,918930,2001594,5139,43:48.6,09:27.6,1,2,110,19,0,90,PowerUser,0,1,Singapore,1,25.6,0
